Initials	Item Name	Rarity	Min Ups	Max Ups	Min Base	Max Base	Class	Health	Max Potential	Min Potential	Lowest Health	Highest Health	Unrounded Min Upgrades	Unrounded Max Upgrades	Average Ups	Average Base	Unrounded Min Base	Unrounded Max Base
EF	Fungal Pike		158650	175350	13471000	14889000	Mage		16642500	15057500	0	0	158650	175350	167000	14180000	13471000	14889000
EF	Fungal Pike		165300	182700	14164500	15655500	Mage		17482500	15817500	0	0	165300	182700	174000	14910000	14164500	15655500
EF	Fungal Pike		171000	189000	14848500	16411500	Mage		18301500	16558500	0	0	171000	189000	180000	15630000	14848500	16411500
EF	Fungal Lance		171000	189000	14848500	16411500	War		18301500	16558500	0	0	171000	189000	180000	15630000	14848500	16411500
EF	Fungal Lance		177650	196350	15542000	17178000	War		19141500	17318500	0	0	177650	196350	187000	16360000	15542000	17178000
EF	Fungal Lance		184300	203700	16235500	17944500	War		19981500	18078500	0	0	184300	203700	194000	17090000	16235500	17944500
EF	Fungal Lance		190000	210000	16919500	18700500	War		20800500	18819500	0	0	190000	210000	200000	17810000	16919500	18700500
EF	Fungal Staff		171000	189000	14848500	16411500	Mage		18301500	16558500	0	0	171000	189000	180000	15630000	14848500	16411500
EF	Fungal Staff		177650	196350	15542000	17178000	Mage		19141500	17318500	0	0	177650	196350	187000	16360000	15542000	17178000
EF	Fungal Staff		184300	203700	16235500	17944500	Mage		19981500	18078500	0	0	184300	203700	194000	17090000	16235500	17944500
EF	Fungal Staff		190000	210000	16919500	18700500	Mage		20800500	18819500	0	0	190000	210000	200000	17810000	16919500	18700500
EF	Enchanted Shard Dual Blade		190000	210000	16919500	18700500	War		20800500	18819500	0	0	190000	210000	200000	17810000	16919500	18700500
EF	Enchanted Shard Dual Blade		196650	217350	17613000	19467000	War		21640500	19579500	0	0	196650	217350	207000	18540000	17613000	19467000
EF	Enchanted Shard Dual Blade		203300	224700	18306500	20233500	War		22480500	20339500	0	0	203300	224700	214000	19270000	18306500	20233500
EF	Enchanted Shard Dual Blade		209000	231000	19000000	21000000	War		23310000	21090000	0	0	209000	231000	220000	20000000	19000000	21000000
EF	Enchanted Shard Spell Dagger		190000	210000	16919500	18700500	Mage		20800500	18819500	0	0	190000	210000	200000	17810000	16919500	18700500
EF	Enchanted Shard Spell Dagger		196650	217350	17613000	19467000	Mage		21640500	19579500	0	0	196650	217350	207000	18540000	17613000	19467000
EF	Enchanted Shard Spell Dagger		203300	224700	18306500	20233500	Mage		22480500	20339500	0	0	203300	224700	214000	19270000	18306500	20233500
EF	Enchanted Shard Spell Dagger		209000	231000	19000000	21000000	Mage		23310000	21090000	0	0	209000	231000	220000	20000000	19000000	21000000
EF	Enchanted Shard Waraxe		209000	231000	19000000	21000000	War		23310000	21090000	0	0	209000	231000	220000	20000000	19000000	21000000
EF	Enchanted Shard Waraxe		215650	238350	19883500	21976500	War		24360000	22040000	0	0	215650	238350	227000	20930000	19883500	21976500
EF	Enchanted Shard Waraxe		222300	245700	20767000	22953000	War		25410000	22990000	0	0	222300	245700	234000	21860000	20767000	22953000
EF	Enchanted Shard Waraxe		228000	252000	21660000	23940000	War		26460000	23940000	0	0	228000	252000	240000	22800000	21660000	23940000
EF	Enchanted Shard Staff		209000	231000	19000000	21000000	Mage		23310000	21090000	0	0	209000	231000	220000	20000000	19000000	21000000
EF	Enchanted Shard Staff		215650	238350	19883500	21976500	Mage		24360000	22040000	0	0	215650	238350	227000	20930000	19883500	21976500
EF	Enchanted Shard Staff		222300	245700	20767000	22953000	Mage		25410000	22990000	0	0	222300	245700	234000	21860000	20767000	22953000
EF	Enchanted Shard Staff		228000	252000	21660000	23940000	Mage		26460000	23940000	0	0	228000	252000	240000	22800000	21660000	23940000
EF	Forest Vine Axe		236550	261450	21660000	23940000	War		26554500	24025500	0	0	236550	261450	249000	22800000	21660000	23940000
EF	Forest Vine Axe		234650	259350	22543500	24916500	War		27510000	24890000	0	0	234650	259350	247000	23730000	22543500	24916500
EF	Forest Vine Axe		241300	266700	23427000	25893000	War		28560000	25840000	0	0	241300	266700	254000	24660000	23427000	25893000
EF	Forest Vine Axe		247000	273000	24320000	26880000	War		29610000	26790000	0	0	247000	273000	260000	25600000	24320000	26880000
EF	Forest Vine Spellblade		236550	261450	21660000	23940000	Mage		26554500	24025500	0	0	236550	261450	249000	22800000	21660000	23940000
EF	Forest Vine Spellblade		234650	259350	22543500	24916500	Mage		27510000	24890000	0	0	234650	259350	247000	23730000	22543500	24916500
EF	Forest Vine Spellblade		241300	266700	23427000	25893000	Mage		28560000	25840000	0	0	241300	266700	254000	24660000	23427000	25893000
EF	Forest Vine Spellblade		247000	273000	24320000	26880000	Mage		29610000	26790000	0	0	247000	273000	260000	25600000	24320000	26880000
EF	Overgrown Warscythe		247000	273000	24320000	26880000	War		29610000	26790000	0	0	247000	273000	260000	25600000	24320000	26880000
EF	Overgrown Warscythe		253650	280350	25203500	27856500	War		30660000	27740000	0	0	253650	280350	267000	26530000	25203500	27856500
EF	Overgrown Warscythe		260300	287700	26087000	28833000	War		31710000	28690000	0	0	260300	287700	274000	27460000	26087000	28833000
EF	Overgrown Warscythe		266000	294000	26980000	29820000	War		32760000	29640000	0	0	266000	294000	280000	28400000	26980000	29820000
EF	Crystalline Shard Staff		247000	273000	24320000	26880000	Mage		29610000	26790000	0	0	247000	273000	260000	25600000	24320000	26880000
EF	Crystalline Shard Staff		253650	280350	25203500	27856500	Mage		30660000	27740000	0	0	253650	280350	267000	26530000	25203500	27856500
EF	Crystalline Shard Staff		260300	287700	26087000	28833000	Mage		31710000	28690000	0	0	260300	287700	274000	27460000	26087000	28833000
EF	Crystalline Shard Staff		266000	294000	26980000	29820000	Mage		32760000	29640000	0	0	266000	294000	280000	28400000	26980000	29820000
EF	Fungal		47025	51975	1216000	1344000	DPS Armor	28600000	1863750	1686250	27170000	30030000	47025	51975	49500	1280000	1216000	1344000
EF	Fungal		50825	56175	1366100	1509900	DPS Armor	31800000	2071650	1874350	30210000	33390000	50825	56175	53500	1438000	1366100	1509900
EF	Fungal		54625	60375	1516200	1675800	DPS Armor	35000000	2279550	2062450	33250000	36750000	54625	60375	57500	1596000	1516200	1675800
EF	Fungal		58425	64575	1667250	1842750	DPS Armor	38000000	2488500	2251500	36100000	39900000	58425	64575	61500	1755000	1667250	1842750
EF	Fungal Guardian		47025	51975	40755000	45045000	Guardian		45564750	41225250	0	0	47025	51975	49500	42900000	40755000	45045000
EF	Fungal Guardian		50825	56175	45220000	49980000	Guardian		50541750	45728250	0	0	50825	56175	53500	47600000	45220000	49980000
EF	Fungal Guardian		54625	60375	49685000	54915000	Guardian		55518750	50231250	0	0	54625	60375	57500	52300000	49685000	54915000
EF	Fungal Guardian		58425	64575	54150000	59850000	Guardian		60495750	54734250	0	0	58425	64575	61500	57000000	54150000	59850000
EF	Crystalline 		58425	64575	1667250	1842750	DPS Armor	38000000	2488500	2251500	36100000	39900000	58425	64575	61500	1755000	1667250	1842750
EF	Crystalline 		63175	69825	1826850	2019150	DPS Armor	43330000	2717400	2458600	41163500	45496500	63175	69825	66500	1923000	1826850	2019150
EF	Crystalline 		67925	75075	1986450	2195550	DPS Armor	48660000	2946300	2665700	46227000	51093000	67925	75075	71500	2091000	1986450	2195550
EF	Crystalline 		72675	80325	2147000	2373000	DPS Armor	54000000	3176250	2873750	51300000	56700000	72675	80325	76500	2260000	2147000	2373000
EF	Crystalline Guadian		58425	64575	54150000	59850000	Guardian		60495750	54734250	0	0	58425	64575	61500	57000000	54150000	59850000
EF	Crystalline Guadian		63175	69825	63175000	69825000	Guardian		70523250	63806750	0	0	63175	69825	66500	66500000	63175000	69825000
EF	Crystalline Guadian		67925	75075	72200000	79800000	Guardian		80550750	72879250	0	0	67925	75075	71500	76000000	72200000	79800000
EF	Crystalline Guadian		72675	80325	81225000	89775000	Guardian		90578250	81951750	0	0	72675	80325	76500	85500000	81225000	89775000
EF	Eldenbark		72675	80325	2147000	2373000	DPS Armor	54000000	3176250	2873750	51300000	56700000	72675	80325	76500	2260000	2147000	2373000
EF	Eldenbark		77425	85575	2275250	2514750	DPS Armor	58660000	3370500	3049500	55727000	61593000	77425	85575	81500	2395000	2275250	2514750
EF	Eldenbark		82175	90825	2403500	2656500	DPS Armor	63320000	3564750	3225250	60154000	66486000	82175	90825	86500	2530000	2403500	2656500
EF	Eldenbark		86925	96075	2531750	2798250	DPS Armor	68000000	3759000	3401000	64600000	71400000	86925	96075	91500	2665000	2531750	2798250
EF	Eldenbark Guardian		72675	80325	81225000	89775000	Guardian		90578250	81951750	0	0	72675	80325	76500	85500000	81225000	89775000
EF	Eldenbark Guardian		77425	85575	88350000	97650000	Guardian		98505750	89124250	0	0	77425	85575	81500	93000000	88350000	97650000
EF	Eldenbark Guardian		82175	90825	95475000	105525000	Guardian		106433250	96296750	0	0	82175	90825	86500	100500000	95475000	105525000
EF	Eldenbark Guardian		86925	96075	102600000	113400000	Guardian		114360750	103469250	0	0	86925	96075	91500	108000000	102600000	113400000
EF	Eldenbark Greatsword		285000	315000	30020000	33180000	War Legend		36330000	32870000	0	0	285000	315000	300000	31600000	30020000	33180000
EF	Eldenbark Greatstaff		285000	315000	30020000	33180000	Mage Legend		36330000	32870000	0	0	285000	315000	300000	31600000	30020000	33180000
EF	Eden’s Vengeance						War Ultimate											
EF	Eden’s Reaper						Mage Ultimate											
NL	Norse Blade		266000	294000	26980000	29820000	War		32760000	29640000	0	0	266000	294000	280000	28400000	26980000	29820000
NL	Norse Blade		272650	301350	28500000	31500000	War		34513500	31226500	0	0	272650	301350	287000	30000000	28500000	31500000
NL	Norse Blade		279300	308700	30020000	33180000	War		36267000	32813000	0	0	279300	308700	294000	31600000	30020000	33180000
NL	Norse Blade		285000	315000	31635000	34965000	War		38115000	34485000	0	0	285000	315000	300000	33300000	31635000	34965000
NL	Northern Spellstaff		266000	294000	26980000	29820000	Mage		32760000	29640000	0	0	266000	294000	280000	28400000	26980000	29820000
NL	Northern Spellstaff		272650	301350	28500000	31500000	Mage		34513500	31226500	0	0	272650	301350	287000	30000000	28500000	31500000
NL	Northern Spellstaff		279300	308700	30020000	33180000	Mage		36267000	32813000	0	0	279300	308700	294000	31600000	30020000	33180000
NL	Northern Spellstaff		285000	315000	31635000	34965000	Mage		38115000	34485000	0	0	285000	315000	300000	33300000	31635000	34965000
NL	Northen Runic Blade		285000	315000	31635000	34965000	War		38115000	34485000	0	0	285000	315000	300000	33300000	31635000	34965000
NL	Northen Runic Blade		291650	322350	33155000	36645000	War		39868500	36071500	0	0	291650	322350	307000	34900000	33155000	36645000
NL	Northen Runic Blade		298300	329700	34675000	38325000	War		41622000	37658000	0	0	298300	329700	314000	36500000	34675000	38325000
NL	Northen Runic Blade		304000	336000	36290000	40110000	War		43470000	39330000	0	0	304000	336000	320000	38200000	36290000	40110000
NL	Viking Shield		285000	315000	31635000	34965000	Mage		38115000	34485000	0	0	285000	315000	300000	33300000	31635000	34965000
NL	Viking Shield		291650	322350	33155000	36645000	Mage		39868500	36071500	0	0	291650	322350	307000	34900000	33155000	36645000
NL	Viking Shield		298300	329700	34675000	38325000	Mage		41622000	37658000	0	0	298300	329700	314000	36500000	34675000	38325000
NL	Viking Shield		304000	336000	36290000	40110000	Mage		43470000	39330000	0	0	304000	336000	320000	38200000	36290000	40110000
NL	Viking Hatchets		304000	336000	36290000	40110000	War		43470000	39330000	0	0	304000	336000	320000	38200000	36290000	40110000
NL	Viking Hatchets		310650	343350	37810000	41790000	War		45223500	40916500	0	0	310650	343350	327000	39800000	37810000	41790000
NL	Viking Hatchets		317300	350700	39330000	43470000	War		46977000	42503000	0	0	317300	350700	334000	41400000	39330000	43470000
NL	Viking Hatchets		323000	357000	40850000	45150000	War		48720000	44080000	0	0	323000	357000	340000	43000000	40850000	45150000
NL	Ice Spellblade		304000	336000	36290000	40110000	Mage		43470000	39330000	0	0	304000	336000	320000	38200000	36290000	40110000
NL	Ice Spellblade		310650	343350	37810000	41790000	Mage		45223500	40916500	0	0	310650	343350	327000	39800000	37810000	41790000
NL	Ice Spellblade		317300	350700	39330000	43470000	Mage		46977000	42503000	0	0	317300	350700	334000	41400000	39330000	43470000
NL	Ice Spellblade		323000	357000	40850000	45150000	Mage		48720000	44080000	0	0	323000	357000	340000	43000000	40850000	45150000
NL	Ice Greatspear		323000	357000	40850000	45150000	War		48720000	44080000	0	0	323000	357000	340000	43000000	40850000	45150000
NL	Ice Greatspear		329650	364350	42655000	47145000	War		50788500	45951500	0	0	329650	364350	347000	44900000	42655000	47145000
NL	Ice Greatspear		336300	371700	44460000	49140000	War		52857000	47823000	0	0	336300	371700	354000	46800000	44460000	49140000
NL	Ice Greatspear		342000	378000	46265000	51135000	War		54915000	49685000	0	0	342000	378000	360000	48700000	46265000	51135000
NL	Viking Sceptre		323000	357000	40850000	45150000	Mage		48720000	44080000	0	0	323000	357000	340000	43000000	40850000	45150000
NL	Viking Sceptre		329650	364350	42655000	47145000	Mage		50788500	45951500	0	0	329650	364350	347000	44900000	42655000	47145000
NL	Viking Sceptre		336300	371700	44460000	49140000	Mage		52857000	47823000	0	0	336300	371700	354000	46800000	44460000	49140000
NL	Viking Sceptre		342000	378000	46265000	51135000	Mage		54915000	49685000	0	0	342000	378000	360000	48700000	46265000	51135000
NL	Norse Greataxe		342000	378000	46265000	51135000	War		54915000	49685000	0	0	342000	378000	360000	48700000	46265000	51135000
NL	Norse Greataxe		348650	385350	48070000	53130000	War		56983500	51556500	0	0	348650	385350	367000	50600000	48070000	53130000
NL	Norse Greataxe		355300	392700	49875000	55125000	War		59052000	53428000	0	0	355300	392700	374000	52500000	49875000	55125000
NL	Norse Greataxe		361000	399000	51680000	57120000	War		61110000	55290000	0	0	361000	399000	380000	54400000	51680000	57120000
NL	Runic Mace		342000	378000	46265000	51135000	Mage		54915000	49685000	0	0	342000	378000	360000	48700000	46265000	51135000
NL	Runic Mace		348650	385350	48070000	53130000	Mage		56983500	51556500	0	0	348650	385350	367000	50600000	48070000	53130000
NL	Runic Mace		355300	392700	49875000	55125000	Mage		59052000	53428000	0	0	355300	392700	374000	52500000	49875000	55125000
NL	Runic Mace		361000	399000	51680000	57120000	Mage		61110000	55290000	0	0	361000	399000	380000	54400000	51680000	57120000
NL	Frost Giant Greataxe		361000	399000	51680000	57120000	War		61110000	55290000	0	0	361000	399000	380000	54400000	51680000	57120000
NL	Frost Giant Greataxe		367650	406350	53485000	59115000	War		63178500	57161500	0	0	367650	406350	387000	56300000	53485000	59115000
NL	Frost Giant Greataxe		374300	413700	55290000	61110000	War		65247000	59033000	0	0	374300	413700	394000	58200000	55290000	61110000
NL	Frost Giant Greataxe		380000	420000	57000000	63000000	War		67200000	60800000	0	0	380000	420000	400000	60000000	57000000	63000000
NL	Staff of the North		361000	399000	51680000	57120000	Mage		61110000	55290000	0	0	361000	399000	380000	54400000	51680000	57120000
NL	Staff of the North		367650	406350	53485000	59115000	Mage		63178500	57161500	0	0	367650	406350	387000	56300000	53485000	59115000
NL	Staff of the North		374300	413700	55290000	61110000	Mage		65247000	59033000	0	0	374300	413700	394000	58200000	55290000	61110000
NL	Staff of the North		380000	420000	57000000	63000000	Mage		67200000	60800000	0	0	380000	420000	400000	60000000	57000000	63000000
NL	Midgardian		86925	96075	2531750	2798250	DPS Armor	68000000	3759000	3401000	64600000	71400000	86925	96075	91500	2665000	2531750	2798250
NL	Midgardian		89300	98700	2883250	3186750	DPS Armor	75300000	4173750	3776250	71535000	79065000	89300	98700	94000	3035000	2883250	3186750
NL	Midgardian		92150	101850	3234750	3575250	DPS Armor	82600000	4593750	4156250	78470000	86730000	92150	101850	97000	3405000	3234750	3575250
NL	Midgardian		95000	105000	3591000	3969000	DPS Armor	90000000	5019000	4541000	85500000	94500000	95000	105000	100000	3780000	3591000	3969000
NL	Midgardian Guardian		86925	96075	102600000	113400000	Guardian		114360750	103469250	0	0	86925	96075	91500	108000000	102600000	113400000
NL	Midgardian Guardian		89300	98700	114000000	126000000	Guardian		126987000	114893000	0	0	89300	98700	94000	120000000	114000000	126000000
NL	Midgardian Guardian		92150	101850	125400000	138600000	Guardian		139618500	126321500	0	0	92150	101850	97000	132000000	125400000	138600000
NL	Midgardian Guardian		95000	105000	136800000	151200000	Guardian		152250000	137750000	0	0	95000	105000	100000	144000000	136800000	151200000
NL	Jotunn		95000	105000	3591000	3969000	DPS Armor	90000000	5019000	4541000	85500000	94500000	95000	105000	100000	3780000	3591000	3969000
NL	Jotunn		104500	115500	3914000	4326000	DPS Armor	102700000	5481000	4959000	97565000	107835000	104500	115500	110000	4120000	3914000	4326000
NL	Jotunn		114000	126000	4237000	4683000	DPS Armor	115400000	5943000	5377000	109630000	121170000	114000	126000	120000	4460000	4237000	4683000
NL	Jotunn		123500	136500	4560000	5040000	DPS Armor	128000000	6405000	5795000	121600000	134400000	123500	136500	130000	4800000	4560000	5040000
NL	Jotunn Guardian		95000	105000	136800000	151200000	Guardian		152250000	137750000	0	0	95000	105000	100000	144000000	136800000	151200000
NL	Jotunn Guardian		104500	115500	156053332	172480000	Guardian		173635000	157098332	0	0	104500	115500	110000	164266666	156053332.7	172479999.3
NL	Jotunn Guardian		114000	126000	175306665	193759999	Guardian		195019999	176446665	0	0	114000	126000	120000	184533332	175306665.4	193759998.6
NL	Jotunn Guardian		123500	136500	194560000	215040000	Guardian		216405000	195795000	0	0	123500	136500	130000	204800000	194560000	215040000
NL	Valhalla		123500	136500	4560000	5040000	DPS Armor	128000000	6405000	5795000	121600000	134400000	123500	136500	130000	4800000	4560000	5040000
NL	Valhalla		126350	139650	4873500	5386500	DPS Armor	139000000	6783000	6137000	132050000	145950000	126350	139650	133000	5130000	4873500	5386500
NL	Valhalla		130150	143850	5187000	5733000	DPS Armor	150000000	7171500	6488500	142500000	157500000	130150	143850	137000	5460000	5187000	5733000
NL	Valhalla		133000	147000	5510000	6090000	DPS Armor	161000000	7560000	6840000	152950000	169050000	133000	147000	140000	5800000	5510000	6090000
NL	Valhalla Guardian		123500	136500	194560000	215040000	Guardian		216405000	195795000	0	0	123500	136500	130000	204800000	194560000	215040000
NL	Valhalla Guardian		126350	139650	211280000	233520000	Guardian		234916500	212543500	0	0	126350	139650	133000	222400000	211280000	233520000
NL	Valhalla Guardian		130150	143850	228000000	252000000	Guardian		253438500	229301500	0	0	130150	143850	137000	240000000	228000000	252000000
NL	Valhalla Guardian		133000	147000	244720000	270480000	Guardian		271950000	246050000	0	0	133000	147000	140000	257600000	244720000	270480000
NL	Mjolnir		418000	462000	63270000	69930000	War Legend		74550000	67450000	0	0	418000	462000	440000	66600000	63270000	69930000
NL	Gungnir		418000	462000	63270000	69930000	Mage Legend		74550000	67450000	0	0	418000	462000	440000	66600000	63270000	69930000
NL	Hofund		462000	498960	69930000	75524400	War Ultimate		80514000	74550000	0	0	462000	498960	480480	72727200	69930000	75524400
NL	Laevateinn		462000	498960	69930000	75524400	Mage Ultimate		80514000	74550000	0	0	462000	498960	480480	72727200	69930000	75524400
GS	Dracani Gilded Sword		380000	420000	57000000	63000000	War		67200000	60800000	0	0	380000	420000	400000	60000000	57000000	63000000
GS	Dracani Gilded Sword		390450	431550	60800000	67200000	War		71515500	64704500	0	0	390450	431550	411000	64000000	60800000	67200000
GS	Dracani Gilded Sword		400900	443100	63650000	70350000	War		74781000	67659000	0	0	400900	443100	422000	67000000	63650000	70350000
GS	Dracani Gilded Sword		411350	454650	66500000	73500000	War		78046500	70613500	0	0	411350	454650	433000	70000000	66500000	73500000
GS	Dracani Spellclaws		380000	420000	57000000	63000000	Mage		67200000	60800000	0	0	380000	420000	400000	60000000	57000000	63000000
GS	Dracani Spellclaws		390450	431550	60800000	67200000	Mage		71515500	64704500	0	0	390450	431550	411000	64000000	60800000	67200000
GS	Dracani Spellclaws		400900	443100	63650000	70350000	Mage		74781000	67659000	0	0	400900	443100	422000	67000000	63650000	70350000
GS	Dracani Spellclaws		411350	454650	66500000	73500000	Mage		78046500	70613500	0	0	411350	454650	433000	70000000	66500000	73500000
GS	Dracani Flanged Mace		411350	454650	66500000	73500000	War		78046500	70613500	0	0	411350	454650	433000	70000000	66500000	73500000
GS	Dracani Flanged Mace		421800	466200	70300000	77700000	War		82362000	74518000	0	0	421800	466200	444000	74000000	70300000	77700000
GS	Dracani Flanged Mace		432250	477750	73150000	80850000	War		85627500	77472500	0	0	432250	477750	455000	77000000	73150000	80850000
GS	Dracani Flanged Mace		442700	489300	76000000	84000000	War		88893000	80427000	0	0	442700	489300	466000	80000000	76000000	84000000
GS	Oathsworn Spellblade		411350	454650	66500000	73500000	Mage		78046500	70613500	0	0	411350	454650	433000	70000000	66500000	73500000
GS	Oathsworn Spellblade		421800	466200	70300000	77700000	Mage		82362000	74518000	0	0	421800	466200	444000	74000000	70300000	77700000
GS	Oathsworn Spellblade		432250	477750	73150000	80850000	Mage		85627500	77472500	0	0	432250	477750	455000	77000000	73150000	80850000
GS	Oathsworn Spellblade		442700	489300	76000000	84000000	Mage		88893000	80427000	0	0	442700	489300	466000	80000000	76000000	84000000
GS	Dracani Royal Glaive		442700	489300	76000000	84000000	War		88893000	80427000	0	0	442700	489300	466000	80000000	76000000	84000000
GS	Dracani Royal Glaive		453150	500850	79800000	88200000	War		93208500	84331500	0	0	453150	500850	477000	84000000	79800000	88200000
GS	Dracani Royal Glaive		463600	512400	82650000	91350000	War		96474000	87286000	0	0	463600	512400	488000	87000000	82650000	91350000
GS	Dracani Royal Glaive		475000	525000	85500000	94500000	War		99750000	90250000	0	0	475000	525000	500000	90000000	85500000	94500000
GS	Dracani Gilded Lance		442700	489300	76000000	84000000	Mage		88893000	80427000	0	0	442700	489300	466000	80000000	76000000	84000000
GS	Dracani Gilded Lance		453150	500850	79800000	88200000	Mage		93208500	84331500	0	0	453150	500850	477000	84000000	79800000	88200000
GS	Dracani Gilded Lance		463600	512400	82650000	91350000	Mage		96474000	87286000	0	0	463600	512400	488000	87000000	82650000	91350000
GS	Dracani Gilded Lance		475000	525000	85500000	94500000	Mage		99750000	90250000	0	0	475000	525000	500000	90000000	85500000	94500000
GS	Oathsworn Hammer		475000	525000	85500000	94500000	War		99750000	90250000	0	0	475000	525000	500000	90000000	85500000	94500000
GS	Oathsworn Hammer		513000	567000	89194550	98583450	War		104253450	94324550	0	0	513000	567000	540000	93889000	89194550	98583450
GS	Oathsworn Hammer		541500	598500	92889100	102666900	War		108651900	98304100	0	0	541500	598500	570000	97778000	92889100	102666900
GS	Oathsworn Hammer		570000	630000	96583650	106750350	War		113050350	102283650	0	0	570000	630000	600000	101667000	96583650	106750350
GS	Dracani Gilded Staff		475000	525000	85500000	94500000	Mage		99750000	90250000	0	0	475000	525000	500000	90000000	85500000	94500000
GS	Dracani Gilded Staff		513000	567000	89194550	98583450	Mage		104253450	94324550	0	0	513000	567000	540000	93889000	89194550	98583450
GS	Dracani Gilded Staff		541500	598500	92889100	102666900	Mage		108651900	98304100	0	0	541500	598500	570000	97778000	92889100	102666900
GS	Dracani Gilded Staff		570000	630000	96583650	106750350	Mage		113050350	102283650	0	0	570000	630000	600000	101667000	96583650	106750350
GS	Oathsworn Sword And Shield		570000	630000	96583650	106750350	War		113050350	102283650	0	0	570000	630000	600000	101667000	96583650	106750350
GS	Oathsworn Sword And Shield		608000	672000	100278200	110833800	War		117553800	106358200	0	0	608000	672000	640000	105556000	100278200	110833800
GS	Oathsworn Sword And Shield		636500	703500	103972750	114917250	War		121952250	110337750	0	0	636500	703500	670000	109445000	103972750	114917250
GS	Oathsworn Sword And Shield		665000	735000	107665400	118998600	War		126348600	114315400	0	0	665000	735000	700000	113332000	107665400	118998600
GS	Oathsworn Spellscythe		570000	630000	96583650	106750350	Mage		113050350	102283650	0	0	570000	630000	600000	101667000	96583650	106750350
GS	Oathsworn Spellscythe		608000	672000	100278200	110833800	Mage		117553800	106358200	0	0	608000	672000	640000	105556000	100278200	110833800
GS	Oathsworn Spellscythe		636500	703500	103972750	114917250	Mage		121952250	110337750	0	0	636500	703500	670000	109445000	103972750	114917250
GS	Oathsworn Spellscythe		665000	735000	107665400	118998600	Mage		126348600	114315400	0	0	665000	735000	700000	113332000	107665400	118998600
GS	Oathsworn Halberd		665000	735000	107665400	118998600	War		126348600	114315400	0	0	665000	735000	700000	113332000	107665400	118998600
GS	Oathsworn Halberd		703000	777000	111359950	123082050	War		130852050	118389950	0	0	703000	777000	740000	117221000	111359950	123082050
GS	Oathsworn Halberd		731500	808500	115054500	127165500	War		135250500	122369500	0	0	731500	808500	770000	121110000	115054500	127165500
GS	Oathsworn Halberd		760000	840000	118750000	131250000	War		139650000	126350000	0	0	760000	840000	800000	125000000	118750000	131250000
GS	Oathsworn Staff And Tome		665000	735000	107665400	118998600	Mage		126348600	114315400	0	0	665000	735000	700000	113332000	107665400	118998600
GS	Oathsworn Staff And Tome		703000	777000	111359950	123082050	Mage		130852050	118389950	0	0	703000	777000	740000	117221000	111359950	123082050
GS	Oathsworn Staff And Tome		731500	808500	115054500	127165500	Mage		135250500	122369500	0	0	731500	808500	770000	121110000	115054500	127165500
GS	Oathsworn Staff And Tome		760000	840000	118750000	131250000	Mage		139650000	126350000	0	0	760000	840000	800000	125000000	118750000	131250000
GS	Dracani		133000	147000	5510000	6090000	DPS Armor	161000000	7560000	6840000	152950000	169050000	133000	147000	140000	5800000	5510000	6090000
GS	Dracani		152000	168000	6080000	6720000	DPS Armor	179000000	8400000	7600000	170050000	187950000	152000	168000	160000	6400000	6080000	6720000
GS	Dracani		171000	189000	6650000	7350000	DPS Armor	197000000	9240000	8360000	187150000	206850000	171000	189000	180000	7000000	6650000	7350000
GS	Dracani		190000	210000	7220000	7980000	DPS Armor	215000000	10080000	9120000	204250000	225750000	190000	210000	200000	7600000	7220000	7980000
GS	Dracani Guardian		133000	147000	244720000	270480000	Guardian		271950000	246050000	0	0	133000	147000	140000	257600000	244720000	270480000
GS	Dracani Guardian		152000	168000	271446350	300019650	Guardian		301699650	272966350	0	0	152000	168000	160000	285733000	271446350	300019650
GS	Dracani Guardian		171000	189000	298172700	329559300	Guardian		331449300	299882700	0	0	171000	189000	180000	313866000	298172700	329559300
GS	Dracani Guardian		190000	210000	324900000	359100000	Guardian		361200000	326800000	0	0	190000	210000	200000	342000000	324900000	359100000
GS	Oathsworn		190000	210000	7220000	7980000	DPS Armor	215000000	10080000	9120000	204250000	225750000	190000	210000	200000	7600000	7220000	7980000
GS	Oathsworn		223250	246750	7757700	8574300	DPS Armor	245333000	11041800	9990200	233066350	257599650	223250	246750	235000	8166000	7757700	8574300
GS	Oathsworn		256500	283500	8295400	9168600	DPS Armor	275666000	12003600	10860400	261882700	289449300	256500	283500	270000	8732000	8295400	9168600
GS	Oathsworn		285000	315000	8835000	9765000	DPS Armor	306000000	12915000	11685000	290700000	321300000	285000	315000	300000	9300000	8835000	9765000
GS	Oathsworn Guardian		190000	210000	324900000	359100000	Guardian		361200000	326800000	0	0	190000	210000	200000	342000000	324900000	359100000
GS	Oathsworn Guardian		223250	246750	370626350	409639650	Guardian		412107150	372858850	0	0	223250	246750	235000	390133000	370626350	409639650
GS	Oathsworn Guardian		256500	283500	416352700	460179300	Guardian		463014300	418917700	0	0	256500	283500	270000	438266000	416352700	460179300
GS	Oathsworn Guardian		285000	315000	462080000	510720000	Guardian		513870000	464930000	0	0	285000	315000	300000	486400000	462080000	510720000
GS	Gildenscale		285000	315000	8835000	9765000	DPS Armor	306000000	12915000	11685000	290700000	321300000	285000	315000	300000	9300000	8835000	9765000
GS	Gildenscale		301150	332850	9467700	10464300	DPS Armor	332330000	13792800	12479200	315713500	348946500	301150	332850	317000	9966000	9467700	10464300
